fraction_allowed_subs,nseq,rep,sample,dist,dist_var,dim,dim_ci
0.350,10000,1,0,0.5196525054551453,0.0030672864433983465,12.63652347710874,0.08371684237103748
0.350,100,2,0,0.5383474464646465,0.003813543475944104,10.963633792644671,0.4259471873236768
0.350,1000,2,0,0.5398534150550549,0.003632219614644505,13.197573865634602,0.7183016913376832
0.350,10000,2,0,0.5386251811645182,0.0035872743608552572,12.770945140114232,0.20633053295746323
0.350,100,3,0,0.5291676444444444,0.003110853557562469,14.52151131899903,1.666922247730073
0.350,1000,3,0,0.5408286592392392,0.0035642373374742335,12.461641308113691,0.2759057526894208
0.350,10000,3,0,0.5405021509646947,0.0034919143516929678,12.913616382338397,0.3689317958304208
0.350,100,4,0,0.5130168686868687,0.004034937015851444,10.79859177616522,0.6984699833502372
0.350,1000,4,0,0.5084535383783784,0.0031316427080208212,12.322064078824639,0.15866265459764417
0.350,10000,4,0,0.5111311881006119,0.0030691877204006,12.831210838679526,0.09013258615596069
0.350,100,5,0,0.5303542242424243,0.0025675280633880994,14.398095668985897,0.5039699563120628
0.350,1000,5,0,0.5217944378778778,0.003319600593317853,13.755558781665554,0.7520166706963657
0.350,10000,5,0,0.5208137458881876,0.003192723256540109,12.142729465449229,0.1322197650418158
0.350,100,6,0,0.5360289474747475,0.0025078977032760297,15.19437575583441,0.5951534036526757
0.350,1000,6,0,0.5302612679679679,0.0032917293991840484,11.401319286914891,0.12662869598426135
0.350,10000,6,0,0.5286998629888978,0.003167584362020368,12.594770058797035,0.23702018603273725
0.350,100,7,0,0.517531985858586,0.0031132658472280833,14.658704202958736,1.6371142553743354
0.350,1000,7,0,0.5198859149749749,0.0028218499870204796,13.121585252943234,0.35920007124455133
0.350,10000,7,0,0.5200047295065505,0.0029249381292556225,12.704803566735496,0.10144272337461342
0.350,100,8,0,0.5236134989898991,0.003468984495474241,16.3605061242397,2.547935957774342
0.350,1000,8,0,0.5260763375775779,0.00340113592583391,14.594623334048137,1.0450838080743656
0.350,10000,8,0,0.5243001920526059,0.003279560777958113,11.911559439508277,0.23305003337910102
0.350,100,9,0,0.513387909090909,0.0030320816753654735,13.356083580228985,0.5612771494353751
0.350,1000,9,0,0.512011425085085,0.0030161583632582227,11.618320955847718,0.26273420389343355
0.350,10000,9,0,0.5131686553113329,0.003010994583326339,12.590818872974168,0.21398551931977636
